OverallQual,LotFrontage,SalePrice,OverallCond,LotArea,YearBuilt,YearRemodAdd,MasVnrArea,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,TotRmsAbvGrd,GarageArea,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea
7,30.0,151000,5,3180,2005,2005,0.0,600,600,520,600,1200,4,480,166,0,0,0,0
7,44.0,237000,6,9548,2003,2003,223.0,458,941,941,888,1829,7,613,39,0,0,0,0
6,100.0,167000,6,10004,1964,1964,180.0,975,1516,1516,0,1516,6,472,0,0,0,152,0
5,75.0,139950,6,7875,1961,1961,136.0,572,1144,1144,0,1144,6,456,0,0,0,0,0
4,60.0,128000,7,9600,1950,1995,0.0,625,1067,1067,0,1067,4,436,0,0,0,0,0
5,90.0,153500,6,8100,1948,1973,0.0,1221,1559,1559,0,1559,5,812,116,230,0,0,0
6,21.0,100000,5,1680,1973,1973,158.0,153,483,483,504,987,5,264,0,0,0,0,0
5,75.0,144000,6,9525,1995,2006,0.0,1099,1099,1099,0,1099,6,352,0,0,0,0,0
5,70.0,130500,6,11767,1946,1995,0.0,416,768,768,432,1200,6,240,0,0,0,0,0
6,,140000,8,12155,1925,1950,0.0,516,672,810,672,1482,7,400,0,254,0,0,0
5,60.0,157500,8,10440,1904,2002,0.0,650,650,958,581,1539,8,686,78,68,0,0,0
6,82.0,174900,7,9020,1966,1966,183.0,276,1127,1165,0,1165,6,490,129,0,0,0,0
5,80.0,141000,4,8000,1961,1961,0.0,1800,1800,1800,0,1800,10,0,0,0,0,0,0
5,100.0,153900,8,12665,1915,1950,0.0,876,876,876,540,1416,7,720,0,194,0,0,0
5,,171000,5,16647,1975,1981,0.0,0,1390,1701,0,1701,6,611,0,0,0,0,0
7,75.0,213000,5,9317,1993,1993,137.0,227,740,1006,769,1775,7,425,72,192,0,0,0
5,36.0,133500,6,15523,1972,1972,0.0,404,864,864,0,864,5,338,0,0,0,0,0
6,75.0,240000,8,45600,1908,1997,0.0,907,907,1307,1051,2358,10,360,40,0,0,175,0
6,80.0,187000,7,9600,1976,1994,360.0,528,528,1094,761,1855,7,512,100,0,0,0,0
6,36.0,131500,5,4435,2003,2003,170.0,189,848,848,0,848,3,420,0,0,0,0,0
8,,215000,5,3196,2003,2003,40.0,1273,1273,1456,0,1456,7,400,20,0,0,0,0
7,53.0,164000,5,7128,1941,1950,0.0,554,918,918,728,1646,7,240,0,0,0,126,0
6,,158000,6,12095,1964,1964,115.0,563,1127,1445,0,1445,7,645,0,0,0,0,0
5,102.0,170000,4,17920,1955,1974,0.0,372,1763,1779,0,1779,6,454,418,0,0,312,0
5,,127000,8,6897,1962,2010,0.0,381,1040,1040,0,1040,6,260,104,0,0,0,0
6,,147000,6,10970,1978,1978,0.0,0,940,1026,0,1026,5,576,0,34,0,0,0
6,65.0,174000,5,8125,1994,1995,0.0,702,702,702,779,1481,6,343,36,0,0,0,0
7,80.0,152000,5,10400,1976,1976,189.0,1090,1090,1370,0,1370,6,479,0,0,0,0,0
6,,250000,7,11029,1968,1984,220.0,435,1054,1512,1142,2654,9,619,65,0,0,222,0
7,55.0,189950,8,7642,1918,1998,0.0,912,912,912,514,1426,7,216,240,0,0,0,0
5,75.0,131500,4,11625,1965,1965,0.0,198,1039,1039,0,1039,6,504,0,0,0,0,0
6,81.0,152000,5,9672,1984,1985,0.0,702,1040,1097,0,1097,6,480,0,0,0,0,0
5,70.0,132500,5,7931,1959,1959,0.0,0,1148,1148,0,1148,6,672,0,0,0,0,0
7,72.0,250580,5,8640,2007,2008,0.0,1372,1372,1372,0,1372,6,529,140,0,0,0,0
5,,148500,6,8750,1970,1970,76.0,174,1002,1002,0,1002,5,902,0,0,0,0,0
8,67.0,248900,5,10656,2006,2007,274.0,1638,1638,1646,0,1646,6,870,80,0,0,0,0
4,85.0,129000,5,6970,1961,1961,0.0,108,1040,1120,0,1120,5,544,0,0,0,0,0
5,,169000,6,14762,1948,1950,0.0,0,0,1547,720,2320,7,672,144,0,0,0,0
7,80.0,236000,5,9938,1993,1994,246.0,300,1050,1062,887,1949,8,574,90,0,0,0,0
5,60.0,109500,5,6600,1962,1962,0.0,894,894,894,0,894,5,308,0,0,0,0,0
6,70.0,200500,5,8750,1998,1998,116.0,299,804,804,878,1682,7,523,77,0,0,0,0
5,74.0,116000,7,8892,1953,1996,0.0,105,105,910,0,910,5,414,0,150,0,0,0
5,60.0,133000,7,12144,1949,1950,0.0,457,832,1036,0,1268,6,288,28,0,0,0,0
5,52.0,66500,6,5720,1941,1950,0.0,676,676,676,455,1131,5,200,0,0,0,0,0
8,75.0,303477,5,9000,2007,2007,0.0,1120,1184,1184,1426,2610,11,550,364,0,0,0,0
4,94.0,132250,5,25286,1963,1963,0.0,431,1064,1040,0,1040,5,648,0,0,0,0,0
9,74.0,350000,5,8834,2004,2005,216.0,292,1462,1462,762,2224,10,738,0,0,0,0,0
5,88.0,148000,7,11782,1961,1995,0.0,210,1109,1155,0,1155,6,576,0,0,0,0,0
5,,136500,8,7000,1978,2005,90.0,218,864,864,0,864,6,336,0,0,0,0,0
5,60.0,157000,5,7024,2005,2006,0.0,110,1090,1090,0,1090,5,450,49,0,0,0,0
7,44.0,187500,5,13758,1990,1991,117.0,254,1156,1187,530,1717,7,400,36,0,0,0,0
6,,178000,5,9636,1992,1993,0.0,808,808,808,785,1593,7,389,40,0,0,0,0
4,60.0,118500,5,6204,1912,1950,0.0,795,795,954,795,2230,10,440,188,0,0,0,0
5,65.0,100000,5,7150,1967,1967,60.0,460,892,892,0,892,5,288,0,0,0,0,0
9,50.0,328900,5,5119,1999,2000,60.0,460,1698,1709,0,1709,5,506,65,0,0,0,0
5,70.0,145000,5,8393,1959,2005,122.0,1098,1626,1712,0,1712,8,588,54,0,0,0,0
5,59.0,135500,7,16466,1955,1955,0.0,816,816,872,521,1393,8,300,0,0,0,265,0
8,95.0,268000,6,15865,1970,1970,0.0,1043,2217,2217,0,2217,8,621,207,0,0,224,0
6,128.0,149500,4,12160,1953,1953,90.0,481,1505,1505,0,1505,6,505,0,0,162,0,0
5,60.0,122900,7,8064,1949,2006,0.0,672,672,672,252,924,6,576,0,0,0,0,0
6,70.0,172500,5,11184,1978,1978,92.0,192,918,918,765,1683,7,440,0,0,0,0,0
6,70.0,154500,8,8414,1963,2003,0.0,396,1059,1068,0,1068,6,264,0,0,0,0,0
5,,165000,5,13284,1954,1954,0.0,319,1383,1383,0,1383,6,354,116,0,0,0,0
5,64.0,118858,5,7018,1979,1979,0.0,0,0,1535,0,1535,8,400,0,0,0,0,0
6,71.0,140000,5,7056,1963,1963,415.0,380,780,983,813,1796,8,483,50,0,0,0,0
4,50.0,106500,6,8765,1936,1950,0.0,666,951,951,0,951,6,327,28,0,0,0,0
5,64.0,142953,5,7018,1979,1979,0.0,0,0,1120,1120,2240,12,528,0,0,0,0,0
9,100.0,611657,5,12919,2009,2010,760.0,142,2330,2364,0,2364,11,820,67,0,0,0,0
5,65.0,135000,7,6993,1961,1994,0.0,447,912,1236,0,1236,6,288,0,0,0,0,0
4,,110000,6,7340,1971,1971,0.0,536,858,858,0,858,4,684,0,0,0,0,0
5,64.0,153000,7,8712,1957,2000,0.0,132,992,1306,0,1306,5,756,0,0,0,0,0
7,63.0,180000,5,7875,2003,2003,0.0,783,783,807,702,1509,8,393,75,0,0,0,0
7,50.0,240000,5,14859,2006,2006,27.0,1670,1670,1670,0,1670,7,690,60,0,0,0,0
5,,125500,6,6173,1967,1967,75.0,277,876,902,0,902,6,288,0,0,0,0,0
5,80.0,128000,5,9920,1954,1954,110.0,412,1056,1063,0,1063,6,280,0,164,0,0,0
8,116.0,255000,5,13501,2006,2006,208.0,1560,1623,1636,0,1636,8,865,60,0,0,0,0
7,86.0,250000,7,11500,1936,1987,0.0,794,1017,1020,1037,2057,6,180,0,0,0,322,0
5,,131000,5,8885,1983,1983,0.0,239,864,902,0,902,5,484,0,0,0,0,0
6,149.0,174000,5,12589,2005,2005,0.0,742,742,742,742,1484,8,390,24,0,0,0,0
5,80.0,154300,5,11600,1960,1960,361.0,662,1105,1105,1169,2274,12,480,0,0,0,0,0
5,,143500,7,9286,1977,1989,0.0,1072,1268,1268,0,1268,5,252,0,0,0,0,0
5,51.0,88000,7,6120,1925,1950,0.0,279,768,1015,0,1015,6,450,0,112,0,120,0
5,82.0,145000,6,6270,1949,1950,0.0,717,1001,1001,1001,2002,8,871,0,0,0,0,0
6,30.0,173733,5,3000,2009,2009,76.0,318,612,612,612,1224,4,528,234,0,0,0,0
4,21.0,75000,5,2001,1970,1970,80.0,546,546,546,546,1092,6,286,0,0,0,0,0
2,50.0,35311,3,9000,1949,1950,0.0,430,480,480,0,480,4,308,0,0,0,0,0
4,,135000,6,17140,1956,1956,0.0,75,1134,1229,0,1229,6,284,0,0,0,0,0
7,103.0,238000,5,13125,1991,1991,0.0,422,1104,912,1215,2127,8,833,192,224,0,0,0
6,87.0,176500,8,11029,1958,2002,0.0,245,1184,1414,0,1414,6,601,51,0,0,190,0
6,70.0,201000,5,8462,1994,1994,105.0,114,928,936,785,1721,7,471,87,0,0,0,0
5,67.0,145900,7,8777,1900,2003,0.0,188,1272,1272,928,2200,9,0,70,0,0,0,0
6,65.0,169990,5,10237,2005,2006,0.0,1288,1316,1316,0,1316,6,397,0,0,23,0,0
6,50.0,193000,5,8012,1993,1994,0.0,598,1604,1617,0,1617,5,533,69,0,0,0,0
6,79.0,207500,6,10240,1980,1980,157.0,0,1686,1686,0,1686,7,612,131,0,0,0,0
5,,175000,6,15611,1977,1977,0.0,266,1126,1126,0,1126,6,540,0,0,0,0,0
8,93.0,285000,5,11999,2003,2004,340.0,1181,1181,1234,1140,2374,10,656,100,0,0,0,0
7,,176000,5,9900,1968,1968,342.0,280,832,1098,880,1978,9,486,43,0,0,0,0
8,,236500,5,11838,2001,2001,0.0,1753,1753,1788,0,1788,7,522,151,0,0,0,0
7,,222000,5,13006,1997,1997,285.0,964,964,993,1243,2236,8,642,0,0,0,0,0
8,73.0,201000,5,8925,2007,2007,0.0,1450,1466,1466,0,1466,7,610,18,0,0,0,0
5,70.0,117500,6,9100,1965,1965,0.0,121,925,925,0,925,5,429,0,0,0,0,0
9,84.0,320000,5,11670,2006,2006,302.0,1905,1905,1905,0,1905,8,788,191,0,0,0,0
7,63.0,190000,5,8487,2004,2004,210.0,1480,1500,1500,0,1500,6,570,36,0,0,0,0
7,313.0,242000,7,27650,1960,2007,0.0,160,585,2069,0,2069,9,505,0,0,0,0,0
4,52.0,79900,5,5825,1926,1953,108.0,600,600,747,0,747,5,528,0,32,0,0,0
7,67.0,184900,5,10083,2003,2003,,343,1176,1200,0,1200,5,555,41,0,0,0,0
7,75.0,253000,5,9675,2005,2005,0.0,772,1113,1113,858,1971,8,689,48,0,0,0,0
7,73.0,239799,5,8760,2006,2006,0.0,927,1391,1391,571,1962,7,868,90,0,0,0,0
7,,244400,7,24090,1940,1950,0.0,1032,1032,1207,1196,2403,10,349,0,318,0,0,0
6,55.0,150900,5,12640,1976,1976,0.0,396,1728,1728,0,1728,8,574,0,0,0,0,0
7,,214000,5,8755,1999,1999,298.0,220,992,1022,1038,2060,8,390,0,0,168,0,0
4,42.0,150000,3,7711,1977,1977,0.0,0,1440,1440,0,1440,8,0,0,0,0,0,0
5,100.0,143000,4,25000,1967,1967,0.0,1632,1632,1632,0,1632,8,576,0,0,0,0,0
6,,137500,6,14375,1958,1958,541.0,354,819,1344,0,1344,7,525,118,0,0,233,0
5,98.0,124900,6,8820,1890,1996,0.0,0,1088,1188,561,1869,7,456,0,244,0,0,0
5,70.0,143000,6,8163,1959,1959,128.0,102,1144,1144,0,1144,6,796,0,0,0,0,0
8,85.0,270000,5,14536,2002,2003,236.0,316,1616,1629,0,1629,9,808,252,0,0,0,0
7,65.0,192500,5,14006,2002,2002,144.0,936,936,936,840,1776,7,474,96,0,0,0,0
6,78.0,197500,7,9360,1972,2006,0.0,179,1161,1381,0,1381,5,676,0,0,0,0,0
5,60.0,129000,8,7200,1950,2002,0.0,317,864,864,0,864,5,720,0,0,0,0,0
5,60.0,119900,5,7800,1965,1965,0.0,187,828,965,0,965,6,300,0,0,0,0,0
5,60.0,133900,8,7200,1972,2003,0.0,108,768,768,0,768,5,396,0,0,0,0,0
5,,172000,4,11075,1969,1969,232.0,29,784,1168,800,1968,7,530,189,0,0,0,0
6,35.0,127500,5,9400,1975,1975,250.0,0,945,980,0,980,4,0,0,0,0,0,0
6,82.0,145000,6,7136,1946,1950,423.0,495,979,979,979,1958,8,492,0,0,0,0,0
6,24.0,124000,6,1300,1980,1980,0.0,276,561,561,668,1229,5,462,0,0,0,0,0
5,70.0,132000,5,7420,1962,1962,0.0,640,1057,1057,0,1057,6,576,0,0,0,0,0
7,65.0,185000,5,8450,2003,2003,0.0,638,1337,1337,0,1337,6,531,39,0,0,0,0
7,24.0,155000,5,2572,1999,1999,0.0,92,696,696,720,1416,6,484,44,0,0,0,0
5,50.0,116500,7,7207,1958,2008,0.0,162,858,858,0,858,4,0,0,0,0,0,0
6,,272000,7,12227,1977,1995,424.0,434,1330,1542,1330,2872,11,619,282,0,0,0,0
6,24.0,155000,6,2308,1976,1976,0.0,248,804,804,744,1548,7,440,0,0,0,0,0
9,122.0,239000,5,11923,2007,2007,0.0,1800,1800,1800,0,1800,7,702,136,0,0,0,0
7,80.0,214900,5,11316,2002,2003,44.0,193,817,824,1070,1894,8,510,40,0,0,0,0
6,65.0,178900,5,10237,2005,2007,0.0,783,783,783,701,1484,8,393,72,0,0,0,0
5,130.0,160000,7,9600,1940,1950,0.0,300,728,976,332,1308,7,256,70,0,0,0,0
5,,135000,7,7390,1955,1955,151.0,196,1098,1098,0,1098,6,260,0,0,0,0,0
3,50.0,37900,6,5925,1910,1950,0.0,600,600,600,368,968,6,0,0,0,0,0,0
6,75.0,140000,5,10382,1958,1958,105.0,75,588,1095,0,1095,6,264,0,0,0,0,0
4,60.0,135000,4,10800,1949,1950,0.0,720,720,720,472,1192,6,0,0,0,0,0,0
7,36.0,173000,5,2268,2003,2004,106.0,197,764,764,862,1626,6,474,27,0,0,0,0
6,55.0,99500,5,7892,1979,1979,0.0,918,918,918,0,918,5,264,0,0,0,0,0
7,95.0,182000,5,11639,2007,2008,,1428,1428,1428,0,1428,6,480,120,0,0,0,0
7,60.0,167500,8,11414,1910,1993,0.0,728,728,1136,883,2019,8,532,135,0,0,0,0
7,,165000,5,2651,2000,2000,0.0,32,673,673,709,1382,6,490,50,0,0,0,0
4,51.0,85500,7,5900,1923,1958,0.0,440,440,869,0,869,4,0,0,0,0,0,0
7,35.0,199900,5,4274,2006,2007,,135,1241,1241,0,1241,4,569,116,0,0,0,0
4,68.0,110000,5,9450,1954,1954,0.0,342,894,894,0,894,5,400,0,0,0,0,0
5,80.0,139000,6,8816,1963,1963,0.0,470,1121,1121,0,1121,5,480,80,0,0,0,0
7,,178400,9,12122,1961,2007,210.0,77,944,999,0,999,6,588,76,0,0,0,0
8,98.0,336000,5,12203,1998,1999,975.0,371,1225,1276,1336,2612,8,676,0,0,0,0,0
7,43.0,159895,5,3182,2007,2007,16.0,1266,1266,1266,0,1266,6,388,16,0,0,0,0
8,,255900,5,11250,2002,2002,0.0,1128,1128,1149,1141,2290,9,779,0,0,0,0,0
5,75.0,126000,5,10125,1977,1977,0.0,0,0,1302,432,1734,8,539,0,0,0,0,0
5,68.0,125000,5,10880,1950,1950,0.0,124,1164,1164,0,1164,5,240,48,0,0,0,0
6,59.0,117000,8,5310,1910,2003,0.0,485,485,1001,634,1635,5,255,0,0,0,0,0
9,83.0,395192,5,10159,2009,2010,450.0,284,1930,1940,0,1940,8,606,95,0,0,0,0
6,,195000,6,12046,1976,1976,298.0,692,848,1118,912,2030,8,551,224,0,0,0,0
7,65.0,197000,5,8125,2006,2006,0.0,770,770,778,798,1576,6,614,50,0,0,0,0
8,82.0,348000,5,9452,1997,1998,423.0,322,1396,1407,985,2392,7,870,70,0,0,0,0
8,121.0,168000,9,17671,1882,1986,0.0,700,916,916,826,1742,8,424,169,0,0,0,0
6,80.0,187000,8,9760,1964,1993,340.0,169,822,1020,831,1851,7,440,42,0,0,0,0
6,68.0,173900,5,8846,2005,2006,0.0,750,750,750,750,1500,6,564,35,0,0,0,0
10,96.0,337500,5,12456,2006,2007,230.0,528,1700,1718,0,1718,7,786,48,0,0,0,0
4,51.0,121600,7,4712,1946,1950,0.0,363,747,774,456,1230,5,305,57,0,0,63,0
5,,136500,6,10659,1961,1961,0.0,135,1050,1050,0,1050,6,368,319,0,0,0,0
6,,185000,6,11717,1970,1970,571.0,1442,1442,1442,0,1442,6,615,0,0,0,0,0
3,60.0,91000,4,9786,1922,1950,0.0,1007,1007,1077,0,1077,6,210,100,48,0,0,0
7,64.0,206000,5,6762,2006,2006,24.0,501,1187,1208,0,1208,6,632,61,0,0,0,0
3,74.0,82000,3,10206,1952,1952,0.0,0,0,944,0,944,4,528,0,0,0,0,0
5,60.0,86000,6,5400,1920,1950,0.0,691,691,691,0,691,4,216,20,94,0,0,0
8,75.0,232000,5,11957,2006,2006,53.0,1550,1574,1574,0,1574,7,824,104,0,0,0,0
5,,136905,6,11500,1976,1976,164.0,1680,1680,1680,0,1680,8,528,0,0,0,0,0
7,43.0,181000,5,3182,2005,2006,16.0,1330,1346,1504,0,1504,7,457,0,0,0,0,0
5,65.0,149900,8,8385,1977,1977,220.0,390,985,985,0,985,6,328,0,0,0,0,0
6,,163500,3,12155,1970,1970,0.0,420,1657,1657,0,1657,7,484,0,0,0,147,0
4,21.0,88000,4,2217,1970,1970,0.0,0,546,546,546,1092,6,286,0,0,0,0,0
7,43.0,240000,5,12118,2004,2005,108.0,1710,1710,1710,0,1710,7,550,48,0,0,180,0
5,60.0,102000,5,6000,1926,1950,0.0,1008,1008,1008,0,1522,7,0,0,138,0,0,0
5,115.0,135000,5,21286,1948,1950,0.0,720,720,720,551,1271,7,312,0,108,0,0,0
5,75.0,100000,5,9825,1965,1965,0.0,0,0,1664,0,1664,8,0,0,0,0,0,0
6,55.0,165000,7,10592,1923,1996,0.0,602,602,900,602,1502,7,180,0,112,0,53,0
5,60.0,85000,4,7200,1910,2006,0.0,310,1022,1022,0,1022,4,280,30,226,0,0,0
6,60.0,119200,5,11664,1948,1950,206.0,746,1082,1082,0,1082,5,240,130,0,0,0,0
8,70.0,227000,6,8400,2001,2001,0.0,167,810,810,855,1665,6,528,45,0,0,0,0
7,73.0,203000,5,11883,1996,1996,196.0,814,1504,1504,0,1504,6,478,66,0,0,0,0
8,,187500,5,5814,1984,1984,0.0,184,1220,1360,0,1360,4,565,0,0,0,0,0
7,,160000,5,10784,1991,1992,76.0,384,384,802,670,1472,7,402,0,0,0,0,0
7,43.0,213490,5,3013,2005,2005,145.0,1346,1362,1506,0,1506,6,440,20,0,0,0,0
4,60.0,176000,5,7024,2005,2005,0.0,108,1132,1132,0,1132,5,451,64,0,0,0,0
7,64.0,194000,5,7406,2006,2006,84.0,515,1199,1220,0,1220,6,632,54,0,0,0,0
5,52.0,87000,5,9439,1930,1950,0.0,588,912,912,336,1248,6,160,0,192,0,0,0
7,43.0,191000,5,3182,2005,2006,14.0,1330,1346,1504,0,1504,7,437,20,0,0,0,0
8,,287000,6,15498,1976,1976,0.0,0,1565,2898,0,2898,10,665,72,174,0,0,0
5,70.0,112500,5,7700,1972,1972,0.0,276,882,882,0,882,5,461,0,0,0,0,0
5,73.0,167500,5,9300,1960,1960,324.0,571,1268,1264,0,1264,6,461,0,0,0,143,0
8,71.0,293077,5,9520,2007,2008,338.0,125,1638,1646,0,1646,7,800,44,0,0,0,0
5,79.0,105000,5,9492,1941,1950,0.0,359,768,968,408,1376,6,240,0,0,0,0,0
6,21.0,118000,7,1680,1972,1972,281.0,355,672,672,546,1218,7,264,28,0,0,0,0
5,,160000,8,7082,1916,1995,0.0,686,686,948,980,1928,10,0,0,228,0,0,0
7,102.0,197000,3,15863,1920,1970,0.0,301,824,1687,998,3082,12,672,63,0,0,0,0
8,,310000,7,14541,1993,1993,0.0,326,1338,1352,1168,2520,10,796,55,0,0,0,0
7,,230000,5,8125,2002,2002,295.0,668,1654,1654,0,1654,6,900,136,0,0,0,0
5,50.0,119750,7,6305,1938,1950,0.0,920,920,954,0,954,5,240,0,0,0,0,0
4,,84000,3,11500,1957,1957,0.0,0,0,845,0,845,5,290,0,0,0,0,0
9,89.0,315500,5,12898,2007,2008,70.0,598,1620,1620,0,1620,6,912,0,0,0,0,0
8,,287000,5,9240,2001,2002,396.0,1055,1055,1055,1208,2263,7,905,45,0,0,189,0
4,21.0,97000,6,1533,1970,2008,0.0,546,546,798,546,1344,6,0,0,0,0,0,0
4,21.0,80000,4,1477,1970,1970,0.0,121,630,630,0,630,3,286,0,0,0,0,0
5,88.0,155000,4,13125,1957,2000,67.0,284,1134,1803,0,1803,8,484,0,0,0,0,0
6,,173000,8,9130,1966,2000,252.0,336,800,800,832,1632,7,484,40,0,0,0,0
6,34.0,196000,5,5381,2005,2005,135.0,406,1306,1306,0,1306,5,624,63,0,0,0,0
7,86.0,262280,5,11839,1990,1990,99.0,390,1475,1532,797,2329,10,514,121,0,0,0,0
8,80.0,278000,5,9600,1981,1981,0.0,1420,2524,2524,0,2524,9,542,120,0,0,0,0
3,,139600,5,13680,1955,1955,0.0,0,0,1733,0,1733,8,452,0,0,0,0,0
9,85.0,556581,5,16056,2005,2006,208.0,1752,1992,1992,876,2868,11,716,108,0,0,0,0
5,57.0,145000,5,9245,1994,1995,0.0,304,990,990,0,990,5,672,0,0,0,0,0
5,100.0,115000,4,21750,1960,2006,75.0,0,0,1771,0,1771,9,336,0,0,0,0,0
4,60.0,84900,7,11100,1946,2006,0.0,0,0,930,0,930,6,308,0,0,0,0,0
7,73.0,176485,5,8993,2007,2007,0.0,1302,1302,1302,0,1302,6,436,22,0,0,0,0
7,103.0,200141,5,11175,2007,2007,0.0,1316,1316,1316,0,1316,6,440,20,0,0,0,0
6,100.0,165000,6,9500,1964,1978,272.0,374,816,1127,850,1977,9,540,52,0,0,0,0
5,68.0,144500,6,8562,1957,2002,145.0,833,1216,1526,0,1526,7,364,78,0,0,0,0
8,90.0,255000,5,11367,2002,2002,210.0,133,1065,1091,898,1989,7,586,60,0,0,0,0
6,104.0,180000,5,11361,1976,1976,160.0,549,1193,1523,0,1523,7,478,0,0,0,189,0
7,43.0,185850,5,7052,2005,2005,240.0,705,1364,1364,0,1364,6,484,36,0,0,0,0
7,,248000,6,29959,1994,1994,0.0,378,973,979,871,1850,7,467,98,0,0,0,0
9,96.0,335000,5,11308,2008,2008,154.0,168,1104,1130,1054,2184,10,836,102,0,0,0,0
6,,220000,7,11275,1932,1950,480.0,0,854,1096,895,1991,7,432,0,19,0,0,0
8,41.0,213500,5,4920,2001,2001,0.0,722,1338,1338,0,1338,6,582,0,170,0,0,0
3,120.0,81000,4,18000,1935,1950,0.0,894,894,894,0,894,6,1248,20,0,0,0,0
5,85.0,90000,5,13600,1900,1950,0.0,662,662,1422,915,2337,10,560,57,0,0,0,0
6,50.0,110500,6,6000,1925,1980,0.0,706,1103,1103,0,1103,5,440,120,0,0,0,0
5,,154000,6,11000,1966,1966,200.0,184,1154,1154,0,1154,6,480,58,0,0,0,0
7,80.0,328000,5,14000,1996,1997,0.0,105,1306,1306,954,2260,7,533,44,0,0,0,0
6,59.0,178000,7,7837,1993,1994,0.0,799,799,799,772,1571,7,380,40,0,0,0,0
6,80.0,167900,6,9760,1964,1964,360.0,0,780,798,813,1611,7,442,128,0,0,189,0
6,42.0,151400,4,3964,1973,1973,0.0,105,942,1291,1230,2521,10,576,20,0,0,0,0
5,60.0,135000,7,9600,1949,2003,0.0,625,845,893,0,893,4,576,0,0,0,0,0
5,72.0,135000,5,10152,1956,1956,120.0,462,1048,1048,0,1048,6,286,20,0,0,192,0
6,78.0,154000,6,11700,1968,1968,0.0,429,727,829,727,1556,8,441,0,0,0,0,0
5,50.0,91500,3,7585,1948,1950,0.0,810,810,1002,454,1456,7,280,0,0,0,0,0
6,75.0,159500,6,7950,1977,1977,140.0,155,690,698,728,1426,6,440,0,0,0,0,0
7,74.0,194000,5,8556,2006,2006,0.0,1240,1240,1240,0,1240,5,826,93,0,0,0,0
7,75.0,219500,6,13125,1940,1984,0.0,390,800,960,780,1740,6,240,0,0,0,0,0
5,60.0,170000,8,10800,1936,1989,0.0,170,796,1096,370,1466,7,566,21,0,0,0,0
5,,138800,5,15870,1969,1969,0.0,230,1096,1096,0,1096,6,299,32,0,0,0,0
6,37.0,155900,5,4435,2004,2004,169.0,186,848,848,0,848,3,420,0,0,0,0,0
5,65.0,126000,5,8775,1994,1994,0.0,495,990,990,0,990,5,299,64,0,0,0,0
6,80.0,145000,7,11040,1971,2004,144.0,602,1258,1258,0,1258,5,528,0,0,216,0,0
5,75.0,133000,5,7500,1963,1963,0.0,216,1040,1040,0,1040,5,308,0,220,0,0,0
7,70.0,192000,5,8749,2002,2002,100.0,1459,1459,1459,0,1459,6,527,39,0,0,0,0
6,80.0,160000,6,8800,1964,1964,425.0,698,1251,1251,0,1251,6,461,116,0,0,0,0
6,,187500,5,13031,1995,1996,0.0,99,691,691,807,1498,6,409,44,0,0,0,0
6,73.0,147000,6,9069,1992,1992,0.0,189,936,996,0,996,5,564,0,0,0,0,0
4,,83500,5,1974,1973,1973,0.0,212,546,546,546,1092,6,286,96,0,0,0,0
8,85.0,252000,5,10574,2005,2006,0.0,1082,1082,1082,871,1953,9,1043,50,0,0,0,0
7,24.0,137500,5,2522,2004,2004,50.0,970,970,970,739,1709,7,380,40,0,0,0,0
8,37.0,197000,5,3316,2005,2005,0.0,208,1247,1247,0,1247,4,550,84,0,0,0,0
3,60.0,92900,4,8544,1950,1950,0.0,0,0,1040,0,1040,6,400,0,0,0,0,0
7,24.0,160000,5,2160,1999,2000,212.0,90,600,624,628,1252,4,462,48,0,0,0,0
6,60.0,136500,5,8400,1925,1950,0.0,758,1181,1390,304,1694,7,576,0,128,0,0,0
5,71.0,146000,8,9230,1965,1998,166.0,203,864,1200,0,1200,6,884,64,0,0,0,0
5,74.0,129000,7,5868,1956,2000,0.0,448,936,936,0,936,4,308,0,80,0,160,0
6,78.0,176432,5,9317,2006,2006,0.0,1290,1314,1314,0,1314,6,440,22,0,0,0,0
6,60.0,127000,7,6882,1914,2006,0.0,684,684,773,582,1355,7,0,0,115,0,0,0
8,,170000,5,3696,1986,1986,0.0,1074,1074,1088,0,1088,5,461,74,137,0,0,0
4,50.0,128000,6,6000,1936,1950,0.0,0,672,757,567,1324,6,240,0,0,0,0,0
7,82.0,157000,5,11880,1978,1978,206.0,567,1271,1601,0,1601,7,478,0,0,0,0,0
2,60.0,60000,5,8400,1920,1950,0.0,0,290,438,0,438,3,246,0,0,0,0,0
5,61.0,119500,5,9758,1971,1971,0.0,251,950,950,0,950,5,280,0,0,0,0,0
5,70.0,135000,7,7000,1960,2002,45.0,422,1010,1134,0,1134,6,254,16,0,0,0,0
6,79.0,159500,6,8910,1959,1959,0.0,0,655,1194,0,1194,6,539,0,192,0,0,0
5,24.0,106000,5,2016,1970,1970,304.0,630,630,630,672,1302,6,440,0,0,0,0,0
8,98.0,325000,5,12256,1994,1995,362.0,431,1463,1500,1122,2622,9,712,32,0,0,0,0
7,114.0,179900,5,10357,1990,1991,0.0,172,910,1442,0,1442,6,719,244,0,0,0,0
7,168.0,274725,5,23257,2006,2006,0.0,868,868,887,1134,2021,9,422,100,0,0,0,0
6,,181000,5,8063,2000,2000,0.0,924,924,948,742,1690,7,463,48,0,0,0,0
8,107.0,280000,5,11362,2004,2005,42.0,797,1836,1836,0,1836,7,862,185,0,0,0,0
